Title of Game,System,Date (First Released),Series,Version,Regions,Direct Sequel,Developer,Publisher,Genre,Alternative Names
1942,ARC,19841130,194X,,jp-na-eu,,Capcom,Capcom,Vertical Shooter,
1942,NIN - NES,19851211,194X,Port,jp-na,,Capcom,Capcom,Vertical Shooter,
1942,NIN - GBC,200005??,194X,Port,na-eu,,Capcom,Capcom,Vertical Shooter,
100 Classic Books,NIN - DS,20071007,,,ww,,Genius Sonority,Nintendo,Educational,
1080 Avalanche,NIN - GCN,20031128,TenEighty,,jp-na-eu,,Nintendo ST,Nintendo,Snowboarding,
1080 Snowboarding,NIN - N64,19980228,TenEighty,,jp-na-eu,,Nintendo EAD,Nintendo,Snowboarding,
10-Yard Fight,ARC,19831205,NES Sports,,jp-na-eu,,Irem,Irem,Football,
10-Yard Fight,NIN - NES,19850830,NES Sports,Port,jp-na-eu,,Irem,Nintendo,Football,
1-2-Switch,NIN - SWI,20170303,,,ww,,Nintendo EPD,Nintendo,Party,1-2 Switch
1943: The Battle of Midway,NIN - NES,19880620,194X,Port,jp-na,,Capcom,Capcom,Vertical Shooter,
1943: The Battle of Midway,ARC,198706??,194X,,jp-na-eu,,Capcom,Capcom,Vertical Shooter,
20XX,MIC - WIN,20161012,,,ww,,Batterystaple Games/Fire Hose Games,Batterystaple Games,Platformer (2D),
20XX,SON - PS4,20161012,,,ww,,Batterystaple Games/Fire Hose Games,Batterystaple Games,Platformer (2D),
20XX,NIN - SWI,20161012,,,ww,,Batterystaple Games/Fire Hose Games,Batterystaple Games,Platformer (2D),
20XX,MIC - XB1,20161012,,,ww,,Batterystaple Games/Fire Hose Games,Batterystaple Games,Platformer (2D),
3D After Burner II,NIN - 3DS,20131218,After Burner/Sega 3D Classics,Remake,ww,,M2,Sega,Rail Shooter,
3D Altered Beast,NIN - 3DS,20130529,Sega 3D Classics,Remake,ww,,M2,Sega,Beat em up,
3D Classics: Excitebike,NIN - 3DS,20110606,Excitebike/3D Classics,Remake,ww,,Arika,Nintendo,Racing (Motorcycle),
3D Classics: Kid Icarus,NIN - 3DS,20120118,Kid Icarus/3D Classics,Remake,ww,,Arika,Nintendo,Platformer (2D),
3D Classics: Kirby's Adventure,NIN - 3DS,20111117,Kirby/3D Classics,Remake,ww,,Arika,Nintendo,Platformer (2D),
3D Classics: TwinBee,NIN - 3DS,20110810,TwinBee/3D Classics,Remake,ww,,Arika,Nintendo,Vertical Shooter,
3D Classics: Urban Champion,NIN - 3DS,20110713,Urban Champion/3D Classics,Remake,ww,,Arika,Nintendo,Fighting,
3D Classics: Xevious,NIN - 3DS,20110607,Xevious/3D Classics,Remake,ww,,Arika,Nintendo,Vertical Shooter,
3D Ecco the Dolphin,NIN - 3DS,20130626,Ecco/Sega 3D Classics,Remake,ww,,M2,Sega,Action-Adventure,
3D Fantasy Zone,NIN - 3DS,20151223,Fantasy Zone/Sega 3D Classics,Remake,ww,,M2,Sega,Side Scrolling Shooter,
3D Fantasy Zone II W,NIN - 3DS,20140716,Fantasy Zone/Sega 3D Classics,Remake,ww,,M2,Sega,Side Scrolling Shooter,
3D Galaxy Force II,NIN - 3DS,20130724,Sega 3D Classics,Remake,ww,,M2,Sega,Rail Shooter,
3D Gunstar Heroes,NIN - 3DS,20150624,Gunstar Heroes/Sega 3D Classics,Remake,ww,,M2,Sega,Run and Gun,
3D Out Run,NIN - 3DS,20140423,Out Run/Sega 3D Classics,Remake,ww,,M2,Sega,Racing (Arcade),
3D Power Drift,NIN - 3DS,20151223,Sega 3D Classics,Remake,ww,,M2,Sega,Racing (Kart),
3D Puyo Puyo Tsuu,NIN - 3DS,20151223,Puyo Puyo/Sega 3D Classics,Remake,ww,,M2,Sega,Puzzle (Falling Block),
3D Shinobi III: Return of the Ninja Master,NIN - 3DS,20130807,Sega 3D Classics,Remake,ww,,M2,Sega,Platformer (2D),
3D Sonic the Hedgehog,NIN - 3DS,20130515,Sonic/Sega 3D Classics,Remake,ww,,M2,Sega,Platformer (2D),
3D Sonic the Hedgehog 2,NIN - 3DS,20150722,Sonic/Sega 3D Classics,Remake,ww,,M2,Sega,Platformer (2D),
3D Space Harrier,NIN - 3DS,20121226,Space Harrier/Sega 3D Classics,Remake,ww,,M2,Sega,Rail Shooter,
3D Streets of Rage,NIN - 3DS,20130821,Streets of Rage/Sega 3D Classics,Remake,ww,,M2,Sega,Beat em up,
3D Streets of Rage 2,NIN - 3DS,20150429,Streets of Rage/Sega 3D Classics,Remake,ww,,M2,Sega,Beat em up,
3D Super Hang-On,NIN - 3DS,20130327,Sega 3D Classics,Remake,ww,,M2,Sega,Racing (Motorcycle),
3D Tetris,NIN - VB,19960322,Tetris,,na,,T&E Soft,Nintendo,Puzzle (Falling Block),
3D Thunder Blade,NIN - 3DS,20140820,Sega 3D Classics,Remake,ww,,M2,Sega,Rail Shooter,
A Boy and His Blob,NIN - WII,20091013,A Boy and His Blob,,na-eu,,Abstraction Games,Majesco Entertainment,Puzzle Platformer,
A Boy and His Blob,MIC - WIN,20160119,A Boy and His Blob,Port,ww,,WayForward,Majesco Entertainment,Puzzle Platformer,
A Boy and His Blob,SON - PS4,20160119,A Boy and His Blob,Port,ww,,Abstraction Games,Majesco Entertainment,Puzzle Platformer,
A Boy and His Blob,SON - PSV,20160119,A Boy and His Blob,Port,na-eu,,Abstraction Games,Majesco Entertainment,Puzzle Platformer,
A Boy and His Blob,MIC - XB1,20160120,A Boy and His Blob,Port,ww,,Abstraction Games,Majesco Entertainment,Puzzle Platformer,
A Boy and His Blob,SON - PS3,20160628,A Boy and His Blob,Port,ww,,Abstraction Games,Majesco Entertainment,Puzzle Platformer,
A Boy and His Blob,NIN - SWI,20211104,A Boy and His Blob,Port,ww,,WayForward,Ziggurat Interactive,Puzzle Platformer,
A Boy and His Blob: Trouble on Blobolonia,NIN - NES,199001??,A Boy and His Blob,,jp-na-eu,,Imagineering,Absolute Entertainment/Jaleco/Nintendo,Puzzle Platformer,
Abzu,SON - PS4,20160802,,,ww,,Giant Squid Games,505 Games,Adventure,
Abzu,MIC - WIN,20160802,,,ww,,Giant Squid Games,506 Games,Adventure,
Abzu,MIC - XB1,20161206,,Port,ww,,Giant Squid Games,507 Games,Adventure,
Abzu,NIN - SWI,20181129,,Port,ww,,Giant Squid Games,508 Games,Adventure,
Abzu,AMA - LUN,20201020,,Port,ww,,Giant Squid Games,509 Games,Adventure,
Ace Attorney Investigations 2,NIN - DS,,Ace Attorney,,,,,,,
Ace Attorney Investigations: Miles Edgeworth,NIN - DS,,Ace Attorney,,,,,,,
Ace Combat 2,SON - PS1,,,,,,,,,
Ace Combat 3: Electrosphere,SON - PS1,,,,,,,,,
Ace Combat: Assault Horizon Legacy,NIN - 3DS,,,,,,,,,
ActRaiser,NIN - SNES,19901216,ActRaiser,,,,,,,
ActRaiser 2,NIN - SNES,,ActRaiser,,,,,,,
ActRaiser Renaissance,GOO - AND,20210923,ActRaiser,Remake,ww,,Quintet,Square Enix,Action RPG/City builder,
ActRaiser Renaissance,APP - IOS,20210923,ActRaiser,Remake,ww,,Quintet,Square Enix,Action RPG/City builder,
ActRaiser Renaissance,MIC - WIN,20210923,ActRaiser,Remake,ww,,Quintet,Square Enix,Action RPG/City builder,
ActRaiser Renaissance,NIN - SWI,20210923,ActRaiser,Remake,ww,,Quintet,Square Enix,Action RPG/City builder,
ActRaiser Renaissance,SON - PS4,20210923,ActRaiser,Remake,ww,,Quintet,Square Enix,Action RPG/City builder,
Advance Wars,NIN - GBA,20010910,Advance Wars,,ww,,Intelligent Systems,Nintendo,Turn-Based Strategy,
Advance Wars 1+2: Re-Boot Camp,NIN - SWI,20230421,Advance Wars,Remake,ww,,WayForward,Nintendo,Turn-Based Strategy,
Advance Wars 2: Black Hole Rising,NIN - GBA,,Advance Wars,,,,,,,
Advance Wars: Days of Ruin,NIN - DS,,Advance Wars,,,,,,,
Advance Wars: Dual Strike,NIN - DS,,Advance Wars,,,,,,,
Adventure Island,NIN - NES,198609,,,,,,,,
Adventure Island,NIN - GB,,,,,,,,,
Adventure Island 2,NIN - NES,199102,,,,,,,,
Adventure Island 3,NIN - NES,199207,,,,,,,,
Adventure Island II: Aliens in Paradise,NIN - GB,,,,,,,,,
Adventures of Lolo,NIN - NES,198904,,,,,,,,
Adventures of Lolo,NIN - GB,,,,,,,,,
Adventures of Lolo 2,NIN - NES,199001,,,,,,,,
Adventures of Lolo 3,NIN - NES,199012,,,,,,,,
Adventures of Mana,SON - PSV,201602,Mana,,,,,,,
AI: The Somnium Files,NIN - SWI,20190917,,,jp-na-eu,,Spike Chunsoft,Spike Chunsoft,Adventure,
AI: The Somnium Files,SON - PS4,20190917,,,jp-na-eu,,Spike Chunsoft,Spike Chunsoft,Adventure,
AI: The Somnium Files,MIC - WIN,20190917,,,jp-na-eu,,Spike Chunsoft,Spike Chunsoft,Adventure,
AI: The Somnium Files,MIC - XB1,20210930,,Port,ww,,Spike Chunsoft,Spike Chunsoft,Adventure,
AI: The Somnium Files - nirvanA Initiative,NIN - SWI,20220623,,,jp-na-eu,AI: The Somnium Files,Spike Chunsoft,Spike Chunsoft,Adventure,
AI: The Somnium Files - nirvanA Initiative,SON - PS4,20220623,,,jp-na-eu,AI: The Somnium Files,Spike Chunsoft,Spike Chunsoft,Adventure,
AI: The Somnium Files - nirvanA Initiative,MIC - WIN,20220623,,,jp-na-eu,AI: The Somnium Files,Spike Chunsoft,Spike Chunsoft,Adventure,
AI: The Somnium Files - nirvanA Initiative,MIC - XB1,20220623,,,jp-na-eu,AI: The Somnium Files,Spike Chunsoft,Spike Chunsoft,Adventure,
Aladdin,NIN - SNES,,,,,,,,,
Alan Wake,MIC - X360,20100514,,,na-eu-au,,Remedy Entertainment,Microsoft Game Studios,,
Alan Wake,MIC - WIN,20120216,,Port,na-eu-au,,Remedy Entertainment/Nitro Games,Remedy Entertainment,,
Alan Wake Remastered,SON - PS4,20211005,,Remaster,ww,,Remedy Entertainment/D3T,Epic Games Publishing,,
Alan Wake Remastered,SON - PS5,20211005,,Remaster,ww,,Remedy Entertainment/D3T,Epic Games Publishing,,
Alan Wake Remastered,MIC - WIN,20211005,,Remaster,ww,,Remedy Entertainment/D3T,Epic Games Publishing,,
Alan Wake Remastered,MIC - XB1,20211005,,Remaster,ww,,Remedy Entertainment/D3T,Epic Games Publishing,,
Alan Wake Remastered,MIC - XSXS,20211005,,Remaster,ww,,Remedy Entertainment/D3T,Epic Games Publishing,,
Alan Wake Remastered,NIN - SWI,20221020,,Port,ww,,Remedy Entertainment/D3T,Epic Games Publishing,,
Alleyway,NIN - GB,,,,,,,,,
Angry Video Game Nerd Adventures,NIN - 3DS,,,,,,,,,
Animal Crossing,NIN - GCN,200112,Animal Crossing,,,,,,,
Animal Crossing: amiibo Festival,NIN - WIIU,201511,Animal Crossing,,,,,,,
Animal Crossing: City Folk,NIN - WII,200811,Animal Crossing,,,,,,,
Animal Crossing: Happy Home Designer,NIN - 3DS,201507,Animal Crossing,,,,,,,
Animal Crossing: New Horizons,NIN - SWI,202003,Animal Crossing,,,,,,,
Animal Crossing: New Leaf,NIN - 3DS,201211,Animal Crossing,,,,,,,
Animal Crossing: Wild World,NIN - DS,200511,Animal Crossing,,,,,,,
Another Code: R - A Journey into Lost Memories,NIN - WII,200902,Another Code,,,,,,,
Another Code: Two Memories,NIN - DS,200502,Another Code,,,,,,,
Anubis II,NIN - WII,200709,,,,,,,,
Ape Escape,SON - PS1,199905,Ape Escape,,,,,,,
Ape Escape,SON - PS1,,,,,,,,,
Ape Escape 2,SON - PS2,200207,Ape Escape,,,,,,,
Ape Escape 3,SON - PS2,200507,Ape Escape,,,,,,,
Ape Escape: On the Loose,SON - PSP,200503,Ape Escape,Remake,,,,,,
Apollo Justice: Ace Attorney,NIN - 3DS,,,,,,,,,
Apollo Justice: Ace Attorney,NIN - DS,,,,,,,,,
Arc Rise Fantasia,NIN - WII,200906,,,,,,,,
Art Academy,NIN - DS,201006,Art Academy,,,,,,,
Art Academy: Lessons for Everyone!,NIN - 3DS,201207,Art Academy,,,,,,,
Art Style: Aquia,NIN - DSIW,200812,Art Style,,,,,,,
Art Style: Base 10,NIN - DSIW,200812,Art Style,,,,,,,
Art Style: Boxlife,NIN - DSIW,200902,Art Style,,,,,,,
Art Style: Cubello,NIN - WIIW,200810,Art Style,,,,,,,
Art Style: Digidrive,NIN - DSIW,200910,Art Style,,,,,,,
Asphalt 3D,NIN - 3DS,,,,,,,,,
Asphalt Urban GT,NIN - DS,,,,,,,,,
Asphalt Urban GT 2,NIN - DS,,,,,,,,,
Assassin's Creed II: Discovery,NIN - DS,,,,,,,,,
Assassin's Creed: Altaïr's Chronicles,NIN - DS,,,,,,,,,
Asteroids,NIN - GB,,,,,,,,,
Asteroids,NIN - GBC,,,,,,,,,
Astro Bot Rescue Mission,SON - PS4,201810,Astro,,,,,,,
Astro Boy: Omega Factor,NIN - GBA,,,,,,,,,
Astro's Playroom,SON - PS5,202011,Astro,,,,,,,
Atomic Heart,MIC - WIN,20230221,,,ww,,Mundfish,Focus Entertainment,,
Atomic Heart,MIC - XB1,20230221,,,ww,,Mundfish,Focus Entertainment,,
Atomic Heart,MIC - XSXS,20230221,,,ww,,Mundfish,Focus Entertainment,,
Atomic Heart,SON - PS4,20230221,,,ww,,Mundfish,Focus Entertainment,,
Atomic Heart,SON - PS5,20230221,,,ww,,Mundfish,Focus Entertainment,,
Auto Modellista,NIN - GCN,,,,,,,,,
Avalon Code,NIN - DS,,,,,,,,,
Axelay,NIN - SNES,,,,,,,,,
Azure Dreams,NIN - GBC,,,,,,,,,
Azure Dreams,SON - PS1,,,,,,,,,
Azure Striker Gunvolt,NIN - 3DS,,,,,,,,,
Azure Striker Gunvolt 2,NIN - 3DS,,,,,,,,,
Babysitting Mama,NIN - WII,201011,Cooking Mama,,,,,,,
Bahamt Lagoon,NIN - SNES,,,,,,,,,
Balan Wonderworld,MIC - WIN,202103,,,,,,,,
Balan Wonderworld,MIC - XB1,202103,,,,,,,,
Balan Wonderworld,MIC - XSXS,202103,,,,,,,,
Balan Wonderworld,NIN - SWI,202103,,,,,,,,
Balan Wonderworld,SON - PS4,202103,,,,,,,,
Balan Wonderworld,SON - PS5,202103,,,,,,,,
Balloon Fight,NIN - NES,198501,Balloon Fight,,,,,,,
Balloon Fight GB,NIN - GBC,200007,Balloon Fight,,,,,,,
Balloon Kid,NIN - GB,199010,Balloon Fight,,,,,,,
Band Hero,NIN - WII,200911,Band Hero,,,,,,,
Band Hero,NIN - DS,,,,,,,,,
Banjo-Kazooie,NIN - N64,199806,Banjo-Kazooie,,,,,,,
Banjo-Kazooie: Grunty's Revenge,NIN - GBA,200309,Banjo-Kazooie,,,,,,,
Banjo-Kazooie: Nuts and Bolts,MIC - X360,200811,Banjo-Kazooie,,,,,,,
Banjo-Pilot,NIN - GBA,200501,Banjo-Kazooie,,,,,,,
Banjo-Tooie,NIN - N64,200011,Banjo-Kazooie,,,,,,,
Barker Bill's Trick Shooting,NIN - NES,199008,,,,,,,,
Baseball,NIN - NES,198312,NES Sports,,,,,,,
Baseball,NIN - GB,198904,NES Sports,,,,,,,
Baten Kaitos Origins,NIN - GCN,,,,,,,,,
Baten Kaitos: Eternal Wings and the Lost Ocean,NIN - GCN,,,,,,,,,
Batman: Arkham Origins Blackgate,NIN - 3DS,,,,,,,,,
Battalion Wars,NIN - GCN,,Advance Wars,,,,,,,
Battalion Wars 2,NIN - WII,200710,Advance Wars,,,,,,,
Battle Clash,NIN - SNES,199210,Battle Clash,,,,,,,
Battletoads,NIN - GB,,,,,,,,,
Battletoads & Double Dragon,NIN - SNES,,,,,,,,,
Battletoads in Battlemaniacs,NIN - SNES,,,,,,,,,
Beyond Good & Evil,NIN - GCN,,,,,,,,,
Big Brain Academy,NIN - DS,200506,Big Brain Academy,,,,,,,
Big Brain Academy: Brain vs. Brain,NIN - SWI,202112,Big Brain Academy,,,,,,,
Big Brain Academy: Wii Degree,NIN - WII,200704,Big Brain Academy,,,,,,,
Billy Hatcher and the Giant Egg,NIN - GCN,200309,,,,,,,,
Binding of Isaac: Rebirth,NIN - 3DS,,,,,,,,,
Bionic Commando,NIN - GB,,,,,,,,,
Bionic Commando,NIN - NES,,,,,,,,,
Bionic Commando: Elite Forces,NIN - GBC,,,,,,,,,
Bit.Trip Complete,NIN - WII,200706,Bit Trip,,,,,,,
Bit.Trip Saga,NIN - 3DS,,,,,,,,,
Blast Corps,NIN - N64,,,,,,,,,
Blaster Master Zero,NIN - 3DS,,,,,,,,,
Blaster Master: Enemy Below,NIN - GBC,,,,,,,,,
BlazBlue: Clone Phantasma,NIN - 3DS,,,,,,,,,
BlazBlue: Continuum Shift II,NIN - 3DS,,,,,,,,,
Blinx 2: Masters of Time and Space,MIC - XBOX,200411,Blinx,,,,,,,
Blinx: The Time Sweeper,MIC - XBOX,200210,Blinx,,,,,,,
Blood of Bahamut,NIN - DS,,,,,,,,,
Bloodstained: Curse of the Moon,NIN - 3DS,,,,,,,,,
Blue Dragon Plus,NIN - DS,,,,,,,,,
Blue Dragon: Awakened Shadow,NIN - DS,,,,,,,,,
Body Harvest,NIN - N64,,,,,,,,,
Boktai 2: Solar Boy Django,NIN - GBA,,,,,,,,,
Boktai: The Sun is in Your Hand ,NIN - GBA,,,,,,,,,
Bomberman,NIN - DS,,,,,,,,,
Bomberman,NIN - NES,,,,,,,,,
Bomberman 2,NIN - DS,,,,,,,,,
Bomberman 64,NIN - N64,,,,,,,,,
Bomberman 64: The Second Attack,NIN - N64,,,,,,,,,
Bomberman GB,NIN - GB,,,,,,,,,
Bomberman Hero,NIN - N64,,,,,,,,,
Bomberman II,NIN - NES,,,,,,,,,
Bomberman Jetters,NIN - GCN,,,,,,,,,
Bomberman Land,NIN - WII,200705,Bomberman,,,,,,,
Bomberman Land Touch!,NIN - DS,,,,,,,,,
Bomberman Land Touch! 2,NIN - DS,,,,,,,,,
Bomberman Max 2: Blue Advance,NIN - GBA,,,,,,,,,
Bomberman Max 2: Red Advance,NIN - GBA,,,,,,,,,
Bomberman Quest,NIN - GBC,,,,,,,,,
Bomberman Story DS,NIN - DS,,,,,,,,,
Bomberman Tournament,NIN - GBA,,,,,,,,,
Bomberman World,SON - PS1,,,,,,,,,
Bonk's Adventure,NIN - GB,,,,,,,,,
Bonk's Adventure,NIN - NES,,,,,,,,,
Bonk's Revenge,NIN - GB,,,,,,,,,
Boom Blox,NIN - WII,200805,Boom Blox,,,,,,,
Boom Blox Bash Party,NIN - WII,200905,Boom Blox,,,,,,,
Boulder Dash EX,NIN - GBA,,,,,,,,,
BoxBoxBoy!,NIN - 3DS,201601,BoxBoy!,,,,,,,
BoxBoy!,NIN - 3DS,201501,BoxBoy!,,,,,,,
BoxBoy! + BoxGirl!,NIN - SWI,201904,BoxBoy!,,,,,,,
Brain Age 2: More Training in Minutes a Day!,NIN - DS,200512,Brain Age,,,,,,,
Brain Age Express,NIN - DSIW,200904,Brain Age,,,,,,,
Brain Age: Concentration Training,NIN - 3DS,201207,Brain Age,,,,,,,
Brain Age: Train Your Brain in Minutes a Day!,NIN - DS,200505,Brain Age,,,,,,,
Brave Fencer Musashi,SON - PS1,,,,,,,,,
Bravely Default,NIN - 3DS,,,,,,,,,
Bravely Second: End Layer,NIN - 3DS,,,,,,,,,
Breath of Fire,NIN - GBA,,,,,,,,,
Breath of Fire,NIN - SNES,,,,,,,,,
Breath of Fire II,NIN - GBA,,,,,,,,,
Breath of Fire II,NIN - SNES,,,,,,,,,
Breath of Fire III,SON - PS1,,,,,,,,,
Breath of Fire IV,SON - PS1,,,,,,,,,
BS The Legend of Zelda: Ancient Stone Tablets,NIN - STV,,Zelda,,,,,,,
Bubble Bobble,NIN - GB,,,,,,,,,
Bubble Bobble Part 2,NIN - GB,,,,,,,,,
Bubsy 3D,SON - PS1,199611,Bubsy,,,,,,,
Bully: Scholarship Edition,NIN - WII,200803,Bully,,,,,,,
Burnout,NIN - GCN,,,,,,,,,
Burnout 2: Point of Impact,NIN - GCN,,,,,,,,,
Buster Bros. Collection,SON - PS1,,,,,,,,,
Bye-Bye BoxBoy!,NIN - 3DS,201702,BoxBoy!,,,,,,,
C: The Contra Adventure,SON - PS1,,,,,,,,,
Cadence of Hyrule,NIN - SWI,,Zelda,,,,,,,
Call of Duty 2: Big Red One,NIN - GCN,,,,,,,,,
Call of Duty 3,NIN - WII,200611,Call of Duty,,,,,,,
Call of Duty 4: Modern Warfare,NIN - DS,,,,,,,,,
Call of Duty: Black Ops,NIN - WII,201011,Call of Duty,,,,,,,
Call of Duty: Black Ops,NIN - DS,,,,,,,,,
Call of Duty: Finest Hour,NIN - GCN,,,,,,,,,
Call of Duty: Modern Warfare - Reflex Edition,NIN - WII,200911,Call of Duty,,,,,,,
Call of Duty: Modern Warfare 3,NIN - WII,201111,Call of Duty,,,,,,,
Call of Duty: Modern Warfare 3: Defiance,NIN - DS,,,,,,,,,
Call of Duty: Modern Warfare: Mobilized,NIN - DS,,,,,,,,,
Call of Duty: World at War,NIN - WII,200811,Call of Duty,,,,,,,
Call of Duty: World at War,NIN - DS,,,,,,,,,
Camping Mama: Outdoor Adventures,NIN - DS,,,,,,,,,
Capcom VS SNK: Pro,SON - PS1,,,,,,,,,
Capcom vs. SNK 2 EO,NIN - GCN,,,,,,,,,
Captain Rainbow,NIN - WII,200808,,,,,,,,
Captain Toad: Treasure Tracker,NIN - 3DS,,,,,,,,,
Carnival Games,NIN - WII,200810,Carnival Games,,,,,,,
Carnival Games,NIN - DS,,,,,,,,,
Carnival Games: Wild West 3D,NIN - 3DS,,,,,,,,,
Castlevania,NIN - NES,,Castlevania,,,,,,,
Castlevania 64,NIN - N64,,Castlevania,,,,,,,
Castlevania Advance Collection,MIC - WIN,,Castlevania,,,,,,,
Castlevania Advance Collection,MIC - XB1,,Castlevania,,,,,,,
Castlevania Advance Collection,NIN - SWI,,Castlevania,,,,,,,
Castlevania Advance Collection,SON - PS4,,Castlevania,,,,,,,
Castlevania Anniversary Collection,MIC - WIN,,Castlevania,,,,,,,
Castlevania Anniversary Collection,MIC - XB1,,Castlevania,,,,,,,
Castlevania Anniversary Collection,NIN - SWI,,Castlevania,,,,,,,
Castlevania Anniversary Collection,SON - PS4,,Castlevania,,,,,,,
Castlevania Chronicles,SON - PS1,,Castlevania,,,,,,,
Castlevania II: Belmont's Revenge,NIN - GB,,Castlevania,,,,,,,
Castlevania II: Simon's Quest,NIN - NES,,Castlevania,,,,,,,
Castlevania III: Dracula's Curse,NIN - NES,,Castlevania,,,,,,,
Castlevania Judgment,NIN - WII,200811,Castlevania,,,,,,,
Castlevania Legends,NIN - GB,,Castlevania,,,,,,,
Castlevania Requiem,SON - PS4,,Castlevania,,,,,,,
Castlevania: Aria of Sorrow,NIN - GBA,,Castlevania,,,,,,,
Castlevania: Bloodlines,SEG - GEN,,Castlevania,,,,,,,
Castlevania: Circle of the Moon,NIN - GBA,,Castlevania,,,,,,,
Castlevania: Curse of Darkness,MIC - XBOX,,Castlevania,,,,,,,
Castlevania: Curse of Darkness,SON - PS2,,Castlevania,,,,,,,
Castlevania: Dawn of Sorrow,NIN - DS,,Castlevania,,,,,,,
Castlevania: Dracula X,NIN - SNES,,Castlevania,,,,,,,
Castlevania: Harmony of Despair,MIC - XLA,,Castlevania,,,,,,,
Castlevania: Harmony of Despair,SON - PSN,,Castlevania,,,,,,,
Castlevania: Harmony of Dissonance,NIN - GBA,,Castlevania,,,,,,,
Castlevania: Lament of Innocence,SON - PS2,,Castlevania,,,,,,,
Castlevania: Legacy of Darkness,NIN - N64,,Castlevania,,,,,,,
Castlevania: Lords of Shadow,MIC - WIN,,Castlevania,,,,,,,
Castlevania: Lords of Shadow,MIC - X360,,Castlevania,,,,,,,
Castlevania: Lords of Shadow,SON - PS3,,Castlevania,,,,,,,
Castlevania: Lords of Shadow - Mirror of Fate,MIC - WIN,,Castlevania,,,,,,,
Castlevania: Lords of Shadow - Mirror of Fate,MIC - X360,,Castlevania,,,,,,,
Castlevania: Lords of Shadow - Mirror of Fate,NIN - 3DS,,Castlevania,,,,,,,
Castlevania: Lords of Shadow - Mirror of Fate,SON - PS3,,Castlevania,,,,,,,
Castlevania: Lords of Shadow 2,MIC - WIN,,Castlevania,,,,,,,
Castlevania: Lords of Shadow 2,MIC - X360,,Castlevania,,,,,,,
Castlevania: Lords of Shadow 2,SON - PS3,,Castlevania,,,,,,,
Castlevania: Order of Ecclesia,NIN - DS,,Castlevania,,,,,,,
Castlevania: Portrait of Ruin,NIN - DS,,Castlevania,,,,,,,
Castlevania: Rondo of Blood,NEC - SGFX,,Castlevania,,,,,,,
Castlevania: Symphony of the Night,MIC - XLA,,Castlevania,,,,,,,
Castlevania: Symphony of the Night,SEG - SAT,,Castlevania,,,,,,,
Castlevania: Symphony of the Night,SON - PS1,,Castlevania,,,,,,,
Castlevania: Symphony of the Night,SON - PSN,,Castlevania,,,,,,,
Castlevania: The Adventure,NIN - GB,,Castlevania,,,,,,,
Castlevania: The Adventure ReBirth,NIN - WIIW,,Castlevania,,,,,,,
Castlevania: The Dracula X Chronicles,SON - PSP,,Castlevania,,,,,,,
Cave Story,NIN - 3DS,,,,,,,,,
Cave Story 3D,NIN - 3DS,,,,,,,,,
Centipede,NIN - GB,,,,,,,,,
Chibi-Robo!,NIN - GCN,200506,Chibi-Robo!,,,,,,,
Chibi-Robo! Photo Finder,NIN - 3DS,201307,Chibi-Robo!,,,,,,,
Chibi-Robo! Zip Lash,NIN - 3DS,201510,Chibi-Robo!,,,,,,,
Chibi-Robo!: Park Patrol,NIN - DS,200707,Chibi-Robo!,,,,,,,
Children of Mana,NIN - DS,200603,Mana,,,,,,,
Chip n Dale Rescue Rangers,NIN - NES,,,,,,,,,
Chip n Dale Rescue Rangers 2,NIN - NES,,,,,,,,,
Chocobo Racing,SON - PS1,,,,,,,,,
Chocobo's Dungeon 2,SON - PS1,,,,,,,,,
Chrono Cross,SON - PS1,,,,,,,,,
Chrono Trigger,NIN - DS,,,,,,,,,
Chrono Trigger,NIN - SNES,,,,,,,,,
Chrono Trigger,SON - PS1,,,,,,,,,
ChuChu Rocket!,NIN - GBA,,,,,,,,,
Classic NES Series: Bomberman,NIN - GBA,,,,,,,,,
Classic NES Series: Castlevania,NIN - GBA,,Castlevania,,,,,,,
Classic NES Series: Donkey Kong,NIN - GBA,,,,,,,,,
Classic NES Series: Dr. Mario,NIN - GBA,,,,,,,,,
Classic NES Series: Excitebike,NIN - GBA,200402,Excitebike,,,,,,,
Classic NES Series: Ice Climber,NIN - GBA,,,,,,,,,
Classic NES Series: Metroid,NIN - GBA,,Metroid,,,,,,,
Classic NES Series: Pac-Man,NIN - GBA,,,,,,,,,
Classic NES Series: Super Mario Bros.,NIN - GBA,,Super Mario,,,,,,,
Classic NES Series: The Legend of Zelda,NIN - GBA,,Zelda,,,,,,,
Classic NES Series: Xevious,NIN - GBA,,,,,,,,,
Classic NES Series: Zelda II: The Adventure of Link,NIN - GBA,,Zelda,,,,,,,
Clay Fighter Sculptor's Cut,NIN - N64,,,,,,,,,
ClayFighter,NIN - SNES,,,,,,,,,
ClayFighter 2: Judgement Clay,NIN - SNES,,,,,,,,,
ClayFighter 63 1/3,NIN - N64,,,,,,,,,
ClayFighter: Tournament Edition,NIN - SNES,,,,,,,,,
Clock Tower,SON - PS1,,,,,,,,,
Clock Tower: The First Fear,SON - PS1,,,,,,,,,
Clu Clu Land,NIN - NES,,,,,,,,,
Clubhouse Games,NIN - DS,200511,Clubhouse Games,,,,,,,
Clubhouse Games: 51 Worldwide Classics,NIN - SWI,202006,Clubhouse Games,,,,,,,
Code Name: S.T.E.A.M.,NIN - 3DS,,,,,,,,,
